name,age,income,zip,net_worth
Ross Bibb,33,30214,41995,94975
Amy Myers,46,24835,85486,200015
Martha Cheung,53,88150,34618,154596
Michele Kelly,39,55024,29579,330787
George Foust,22,103257,53351,421133
Jennie Falbo,62,42468,61910,581110
William Albright,27,54494,41995,1835372
Paul Collins,52,116667,40064,1525007
Katherine Mcardle,63,49798,81722,307089
Joyce Martin,37,27248,81722,242972
Tammy Bell,48,38514,49890,129464
Veronica German,63,31104,89947,84923
Georgia Lombard,21,45395,72096,260945
Jeffrey Clark,41,53022,93287,628832
David Stockton,22,43525,40445,285930
Nell Sholtis,42,44367,49785,5116
Charles Gaudette,45,55793,40064,483338
Allison Alvarez,54,124199,89947,1129497
Christopher Becerra,40,57410,61065,661344
Harlan Jones,49,87193,48910,186300
Ada Munroe,38,48195,53351,331856
Marjorie Carlton,34,127312,33968,1023052
Elenora Garcia,45,29630,53351,45649
John Wallace,59,31719,40445,316192
Arthur Sanchez,28,28496,29256,13720
Mildred Collison,47,40576,82564,297218
Henry Hadsall,65,79813,89947,210865
Ralph Comstock,24,61010,30175,131259
Irma Brashears,38,63816,40445,512531
Ellen Osborn,33,58358,85486,171226
Michael Slaughter,48,59666,34618,659817
Tanya Sheffield,28,77531,29256,282054
Dana Sweat,59,219405,93287,3459187
Patricia Teixeira,23,72931,60059,482589
Jason Loy,18,48982,85486,250380
Andrea Galyen,21,86342,57067,168501
Angelica Tsang,52,54528,89947,487564
Edith Guido,18,38580,81162,41001
Martin Bristol,46,105405,92366,1390750
Catherine Fornes,53,106445,90214,1293547
Rebecca Schmid,48,61268,49785,280426
Brent Neely,24,74277,31643,477200
James Sosa,54,72623,29256,1156911
Denise Mckinney,24,74875,29579,181813
Chad Reed,18,74052,40445,66472
Nicholas Solari,19,80032,57129,390949
Paul Gonzalez,61,105396,49890,783882
Brady Poole,39,64021,93287,408861
Steven Camfield,59,39817,61065,196030
Arthur Snyder,39,36785,80728,24316
Carl Staggs,65,51549,81722,196308
Heidi Lindell,51,109953,57129,404284
Dorothy Estelle,54,77493,79775,1222632
Margaret Harris,53,58955,52566,790955
Kristin Summers,40,119947,57067,544057
Ann Smith,29,54512,41995,376126
Thomas Mccartney,48,26097,48910,131236
Charles Decarr,41,68894,89947,326686
Cassidy Cormier,32,33999,33968,143242
Terrance Rogers,25,68786,48154,57264
Michelle Barber,58,174320,79775,1347608
Jessica Pless,43,36584,52566,356286
Sung Riddle,65,42556,57067,316383
Frank Miranda,26,62988,57067,181290
Geraldine Caughey,35,49528,72096,29605
Samuel White,47,220757,49890,289794
Delores Williams,20,39434,85486,218194
Kimberly Rather,27,55494,29256,194863
Michael Thomas,33,76021,14100,230096
Andrea Silverstein,20,29624,79775,167998
Jacob Krick,48,35493,31643,495062
Amy Witt,35,68962,31724,666632
Rafael Balling,40,79624,61065,356968
Belinda Martin,26,71907,57067,268214
Cynthia Tsuji,50,59617,89947,719534
Eileen Vogel,27,98715,40445,296071
Donald Harrison,48,49241,40445,320350
Dawn Anderson,62,89724,49785,73432
Dorothy Yazzie,63,65341,49785,443976
Michelle Daniels,23,43120,62919,259272
Bernadette Burnett,25,60360,14100,74855
Mark Patel,54,79176,62919,1196697
Cecilia Carter,48,171890,41995,2059996
Ruthanne Kane,56,129996,31643,1051621
Timothy Mullan,29,84246,72096,120346
Kathleen Berg,55,100275,40445,1123351
Jennie Carroll,53,93464,48154,467757
Robert Friend,19,58841,31724,27480
Betty Phelps,25,27420,62919,47652
Roy Hubbard,64,52163,90214,705399
Celia Luffy,46,78227,23944,148793
Pauline Walker,18,107633,14100,438949
Jeffery Clark,38,46419,48910,52445
Sean Alvarez,20,83566,40445,415259
Heather Horrocks,31,49374,62919,309812
Janet Hunter,33,136025,61065,1110131
Kathleen Blackman,51,57750,41318,718035
Derrick Bowen,55,68889,61910,817481
Angel Clark,63,79502,70658,966203
Avril Borrego,55,26069,89947,21445
Mildred Koenig,41,30473,62919,283246
Allen Sellers,53,31823,93287,188533
John Braithwaite,42,134296,52566,834748
Kathleen Wiley,18,92852,30175,255892
Ernest Linn,36,41476,14100,319718
Lawrence Finch,27,189594,70658,99647
Mary Segovia,57,154558,62919,1811341
Kathryn Diliberto,32,14976,49785,156312
Mitchell Spear,58,112334,40445,1244530
Henry Williams,46,23441,33968,283144
Donna Zelkind,64,41687,70658,54616
Peggy Hunsucker,20,62312,49785,147781
Christina Weinman,23,96571,70658,48849
Rodrigo Melville,33,173353,34618,1262554
Christopher Todd,34,70933,52566,473072
Donald Kase,45,75736,40445,495375
Catherine Cummins,31,67509,59686,46337
Hattie Field,46,81944,52566,486431
David Garcia,61,58519,92366,23875
Ouida Mendez,33,80799,80728,373776
Teresa Williams,40,27504,31724,151389
Leon Redmann,37,34561,61910,297005
James Payeur,55,30813,40064,476201
Cassie Fix,37,40330,29579,387279
Brian Reed,24,82783,40445,61410
Jason Peak,59,42321,53351,51589
James Salinas,43,89147,23944,455411
Lawrence Merrill,49,94532,14100,152704
Joey Rodriguez,61,116144,31724,1367939
Glenn Edwards,20,70687,81162,392050
Dorothy Allan,64,58271,48154,417204
Albert Dennis,40,23818,49890,67345
Etta Gardner,18,107288,57129,184806
Cynthia Sheppard,40,62357,61910,29721
Duane Reynolds,20,63257,30175,187758
Lucinda Macpherson,62,79852,31724,957987
William Moore,53,63113,40445,846285
Dee Margo,51,65258,52566,75682
Matthew Longwell,30,40182,40064,188990
Patricia Smith,51,41165,14100,453964
Kenneth Knox,61,78921,31724,262955
Joe Dozier,56,73566,72096,346940
Jacob Soders,60,89646,81722,1449564
Robert Verge,27,81741,29579,360241
Linda Newton,50,66133,40445,950858
Shirley Beard,40,67174,41318,43498
Henrietta Lebo,31,118404,40064,250014
Lillie Keenan,29,51946,49785,273611
Deidra Dunn,57,163761,62919,1153479
Jesse Altamirano,28,74389,60059,479163
Erin Hutson,45,52407,89947,48319
Michelle Wakefield,26,101199,90214,588414
Tiffany Larson,48,72245,81162,314052
Kenneth Williams,54,45603,30175,114926
Carolyn Morales,32,83952,31724,323384
Carolyn Broten,20,35406,40064,111508
Roger Lindelof,32,67372,81162,25903
Rena Roberts,57,57772,79775,484538
Myron Canas,21,42190,33968,128252
Brandie Murch,57,90655,72096,434651
Val Baldwin,34,34874,31724,243402
Virginia Kilmer,59,50043,61910,138560
Loretta Kaltz,63,36610,93287,291277
David Peron,58,54066,49785,110871
Julius Anderson,42,55789,93287,372444
Ronnie Williams,53,21860,11251,192987
Calvin Shepherd,64,35749,57067,392929
Jodi Bohr,32,197353,49785,1617097
Joseph Cox,53,100661,61065,527191
Kevin Smith,24,129201,49785,804081
Rodney Hamilton,30,88316,49785,500563
Madge Romero,28,49724,41995,263890
Karen Bailey,41,56852,48910,254006
Roland Stone,19,51375,61065,93433
Vickie Polit,48,79897,61065,577543
Archie Warr,56,104774,90214,1528834
Mary Serrano,31,65089,41318,569632
Hazel Swope,42,29494,31643,204631
Therese Lacoste,34,31236,72096,211253
Ruth Bentz,20,108849,61910,229521
Heidi Roberts,54,50917,48154,286687
Dallas Meadows,19,50784,29256,116104
Misty Brigman,18,51552,30175,115813
Cecila Hulbert,31,96593,49890,539582
Jeffrey Stoker,63,52855,55803,725649
Eldon Baughman,48,38883,55803,431447
Nancy Harding,49,39029,14100,134312
Robert Schafer,19,71668,14100,72736
Valerie Rivera,49,54187,59686,705437
Don Bernhardt,53,70058,92366,1003496
Barbara Dunn,49,49402,57067,69557
Charlene Anderson,57,49127,30175,18900
Sylvia Valencia,34,83179,41318,256857
Kenneth Vanhofwegen,28,60041,53351,277990
Christina Carson,65,46872,62919,631061
Lisa Napier,50,98238,40445,636757
Patrice Zastawny,56,119087,40064,269942
Allen Nugent,29,61801,80728,339995
Dorothy Kane,60,25161,40064,87834
Wanda Cockerham,29,56358,60059,31311
Louis Holmes,21,20531,57067,40562
Gladys Mathews,34,72814,61065,283111
William Poston,20,45617,82564,212161
Larry Richie,30,30378,70658,223156
Cindy Floyd,37,57243,41995,447664
Janet Golden,40,72293,57067,109732
John Sparks,19,89650,31643,321376
John Sheridan,58,36121,31724,456708
Alma Oquendo,28,51184,29579,311471
Ruth Waithe,42,15327,79775,77929
Mike Berg,32,90423,34618,643843
Daniel Lucas,21,53207,79775,105861
Joshua Olsson,27,42508,82564,293290
Kathleen Epps,37,35068,92366,328775
Donna Borden,43,50353,41995,557369
Florence Jordan,26,18103,61910,15546
Charles Douglas,48,111370,48154,1356931
Jess Liu,62,41811,31724,725619
Ida Phillips,44,73242,31643,366726
Dorothy Russell,56,58667,33968,94126
Ralph Craven,19,71961,82564,327113
Thomas Torres,51,71305,72096,346837
Guy Williams,19,74495,11251,274622
Frank Lundmark,34,45717,31724,362355
Katherine Kroeger,21,42912,23944,215112
Joyce Munoz,18,39055,30175,97007
Sam Tekautz,25,117030,40064,13808
Francisco Pastel,60,57998,34618,930928
Lisa Bradley,39,54794,11251,479947
Michelle Lillibridge,34,196192,41995,526787
Dennis Mittendorf,19,177589,29256,280755
James Holford,60,64470,23944,481338
Arthur Tucker,25,151421,49785,328367
Eugene Mertens,22,80334,48910,336689
Jeannette Mccurry,43,68358,59686,93385
Amy Violette,55,73232,70658,386162
Antonio Finnegan,63,28543,57067,196251
Jan Barrett,65,47945,11251,577445
Joyce Leach,52,57546,93287,666364
Evelyn Barberio,26,123243,59686,675471
Brian Oliver,27,43877,14100,65920
Elsie Truiolo,22,73037,79775,177592
Scott Wolfe,45,103744,31724,1231616
Dorothy Allen,43,38079,41318,61996
Corrine Harris,63,56589,34618,379421
Eboni Curley,56,31998,59686,301995
Robert Mcclain,33,113883,55803,26541
Mary Sheely,63,24479,60059,368864
Sarah Jeanlouis,25,46190,31643,4791
August Pavlick,33,116474,33968,789249
Reginald Boocks,36,202978,14100,948525
Louise Deherrera,49,68310,52566,617462
Patrick Finder,38,39670,59686,327589
Lorraine Earlywine,41,41252,79775,324461
Danielle Belew,44,90618,55803,784319
Angel Miranda,51,57808,93287,356193
Anna Rich,48,54881,49785,679763
Scott Thompson,44,193773,85486,128497
Cameron Rodgers,60,63224,48154,325992
Marion Proudfoot,54,47900,61065,78671
Rima Harris,57,59020,41318,532785
Rose Dicicco,47,77924,40445,455445
Mohammed Drain,20,66990,53351,278411
Tammy Burkholder,22,35187,90214,180115
Shenita Padron,22,70965,79775,54253
Michelle Goodhart,51,53772,41995,531893
Caroline Clevenger,59,24244,49890,163624
Vanessa Hull,38,83816,79775,454473
Jeanne Turner,62,158291,59686,1706615
Ruth Botello,58,123478,40064,1295179
Sharon Goff,41,99305,60059,486802
William Bray,34,52699,34618,145349
Gordon Jolin,25,41470,92366,90382
Jill Pruitt,65,88440,61910,1619235
Margaret Valenzuela,49,50073,41995,640238
Janice Josilowsky,53,27738,80728,79948
Andrew Hankins,40,43806,49785,60701
Sherri Chavez,59,21501,49890,293095
Louise Larkey,26,20644,31724,64963
Pam Jaji,26,58018,79775,83509
Helen Witherspoon,58,29083,48154,243314
Janice Guerin,36,42572,53351,72378
George Wilson,21,56945,23944,317167
Nancy Raymond,40,118597,82564,24579
Kimberly Rumsey,38,98827,81722,235146
Barbara Kolb,26,102568,55803,524017
Lissette Hudson,59,52511,41318,15176
Carolyn Collins,50,60387,90214,95386
Pearline Needles,36,47540,40064,530173
Dawn Walton,47,17000,34618,167937
Randy Lemon,53,64299,49785,947345
Henry Corriveau,39,128713,33968,227380
William Hayward,46,65649,53351,41092
Shawn Clark,26,161078,72096,501223
John Koeppen,48,64366,40445,742022
Edythe Jackson,51,73838,40445,803614
Robert Porter,53,79523,48154,943527
Bruce Gibson,37,68289,52566,644975
Douglas Stokes,49,33651,49785,227203
Guadalupe Feltman,37,67314,40445,682661
Irving Rhodes,57,32806,92366,201006
Danielle Momeni,37,59229,14100,228958
Florence Laird,44,31507,34618,415336
Antonio Enos,34,96325,40445,972214
David Krings,20,35741,48910,88145
Julie Hill,63,56352,61065,943475
Alison Sanchez,35,32970,61065,329161
Glenn Lanier,25,96094,55803,257805
Juan Hagens,55,42109,81722,29589
William Davis,58,52787,60059,274200
David Pflug,62,53758,11251,169142
Victor Lopez,25,56655,62919,83523
Elena Manning,46,39652,85486,444590
Daniel Morales,38,47639,59686,241705
Gina Meader,56,50681,59686,391238
Eugenia Fuhrman,38,85356,49785,854080
David Sheperd,61,55067,79775,687445
Anastasia Rhyner,63,71997,11251,179151
Bruce Lyons,52,37314,11251,433705
James Aldridge,44,48957,93287,431216
Virginia Ellis,43,55836,23944,424055
Ronald Thurman,48,40717,93287,586410
Dorian Baney,18,22657,59686,132840
John Massey,26,35990,93287,59427
Seth Carrere,64,84327,48910,900872
Jeremy Smith,25,96796,57129,277963
Edward Ferguson,25,39141,85486,84013
Clara Shearer,64,53458,31643,639655
Patricia Klein,49,63773,93287,132029
Mitchell Shah,55,88292,89947,487946
James Sanders,59,143931,49890,1358360
Laura Armbruster,21,41510,31643,196450
Barry Perry,27,52907,49890,408638
Kathy Loredo,28,67068,70658,549034
William Williams,46,47116,72096,90898
Lula King,62,42222,60059,653448
Lyn Wilson,36,88677,30175,238306
Harry Perry,61,77464,40445,846231
Shannon Lotti,60,56505,81162,683811
Ashley Smith,50,60704,49890,273002
Shawn Shipley,53,22104,23944,293475
Douglas Shields,58,50420,89947,263698
Virginia Clark,46,76148,93287,923619
Mona Hintz,25,113324,14100,240434
Walter Jones,33,119280,70658,876310
Mary Bender,63,85553,72096,1528646
Keith Lheureux,57,57485,81162,378460
Gary Williams,31,74243,60059,491379
Hilda Norman,58,73935,49785,1242067
Jimmy Dorman,21,108223,41995,41008
Mary Means,55,38376,31643,263043
Terry Bell,40,67412,29579,797895
Andre Stein,59,157948,61910,1176123
Rocio Marvin,64,77405,72096,1171255
Mark Cansler,22,18097,41995,56668
Robert Flannagan,46,72342,53351,422909
James Catton,43,91836,85486,377151
Joseph Peters,63,46931,82564,712843
Dale Sheppard,28,36264,82564,42564
Bertha Howton,28,52482,30175,382595
Russell Campbell,36,43938,40445,77309
Delores Olson,20,47834,33968,65886
Marc Alexis,62,57950,29579,886070
Rosalind Leger,36,40993,11251,152458
Richard Mejia,20,119537,61910,625276
Louis Schwendemann,41,49187,48154,22705
Francis Gamble,42,69148,81162,247498
Mildred Caravella,41,31921,61065,277372
Judith Klaus,46,14764,79775,61152
Jo Singer,47,72983,14100,326217
Maria Tabor,42,57011,72096,184973
Robert Smith,40,31647,93287,306161
Judson Fletcher,26,59540,72096,9883
Sandra Abdelhamid,35,84319,53351,268634
Jessica Montgomery,40,74514,48910,629894
Linda Jennings,41,64602,23944,15517
Judith Sanford,37,20417,57129,59681
Diane Reeves,26,62738,57067,322659
Nancy Jones,60,83916,55803,198050
Louis Butler,21,44050,89947,216659
Carmen Lang,58,68281,11251,28988
Barbara Rhodes,23,69641,52566,185983
Shaun Burnham,52,77814,70658,261520
Brandi Landry,64,52541,93287,476675
Dave Huey,43,46907,62919,511223
Monty Underwood,65,90789,57129,92546
Sue Kirk,29,94787,70658,126116
Kenneth Hamilton,31,63770,60059,487692
Carlos Wichmann,20,64518,60059,100785
Catherine Perkins,32,36953,81162,263286
Kimberley Hayes,23,40686,60059,36207
Rodney Cleary,46,120498,81162,719177
Dianne Vass,58,198119,57067,1487499
Janette Shuler,44,45848,41318,381985
Charles Baker,38,32883,48154,313231
Linda Redman,28,98425,92366,245756
Clayton Johnson,58,34215,29579,6370
Claude Robinson,47,69829,90214,363016
Alton Sheth,33,85884,23944,572711
Ralph Guevara,20,63107,31724,231443
Emma Lee,42,77092,81162,63188
Patricia Spiro,19,98477,41318,375786
Nancy Hampton,59,74220,90214,838200
Richard Burrell,44,42464,61910,214705
Lisa Welsh,24,116520,41318,702219
Traci Sprengeler,32,69153,52566,337476
Tianna Bristol,41,66476,14100,720102
Erin Ohara,52,29904,29579,387042
Rosaline Raschke,41,76621,31643,926971
Misty Curtis,39,50839,85486,550218
Alvin Saran,63,108223,60059,677967
Ralph Hinkle,60,64482,72096,1150825
Andrew Williams,31,75727,92366,91728
Darnell Warfield,31,84612,30175,383381
Lisa Dettloff,61,90099,82564,1576442
Gary Sheffield,37,107736,82564,130851
Michael Johnston,47,76895,53351,85580
Carol Mcconnell,55,39020,72096,494454
Teddy Dowe,45,46319,31724,402831
Robert Deleon,42,58445,29256,216780
Tracie Robertson,59,53485,55803,449809
Yvonne Delarosa,63,20563,85486,4908
Michael Cross,46,119673,41318,498113
Carrie Hardison,49,55264,48154,593487
Ernesto Stowe,37,41867,70658,419370
Kim Kazee,27,65109,49890,27369
Gary Castro,35,99164,59686,182028
Norma Lindsey,29,24954,40445,188034
Carly Brown,37,41890,92366,129889
Akiko Jones,20,50775,41995,7798
Mary Demaria,51,50971,14100,236793
Katherine Boyer,19,37955,33968,176587
Wayne Hall,42,78682,85486,707934
Arnold Powless,55,71030,31724,235500
Catherine Burrows,36,55299,55803,436137
Harry Perona,48,169237,49890,1824380
Robert Robinson,36,95397,61910,284856
James Wozniak,38,42555,52566,265800
Esther Scott,49,45041,14100,20139
Stanley Salazar,61,51609,30175,407643
Michelle Henderson,30,51744,31643,175664
Duane Scales,41,46057,82564,256248
Raymond Michl,64,160450,52566,1070707
John Foster,27,51230,85486,45944
Elisabeth Eaton,21,21387,33968,63973
Catherine Summers,60,24036,49890,352672
Dennis Higbee,63,44049,48910,154723
Ruby Mcmahen,65,190500,72096,720930
Andrew Temple,51,44966,31724,487058
Cecil Williams,22,50720,79775,20006
Gretchen Harshman,25,91023,57067,88717
Ann Rigaud,55,102373,41995,1617545
Beatriz Kimbro,48,40104,52566,462383
Linda Garrett,24,53332,53351,152638
Jeffrey Walch,23,48899,29579,329693
Tommy Kilgore,28,66474,53351,301802
Krista Sabb,31,33708,29579,89137
Jamie Satterthwaite,56,66199,72096,551693
Ronald Lee,64,82890,62919,549034
Nelson Cook,54,24755,52566,75626
Carolyn Skinner,62,45092,48154,35466
Donald Escalante,33,50455,82564,161202
Enrique Meisner,23,50861,55803,195220
Arthur Bowes,38,23873,57129,19550
Joseph Pullen,30,54770,49785,65602
Lindsay Muffley,55,53825,82564,291186
Mary Hutchinson,22,61764,55803,369412
Marcia Wiford,20,53840,61065,306257
Carlos Sears,46,73705,14100,509283
Monte Adams,39,204017,30175,467373
George Hernandez,22,52631,92366,198655
Reynaldo Cassidy,56,56450,40445,298564
Linda Massey,37,50058,14100,361029
James Matos,31,88477,62919,761510
Charles Wells,33,39157,59686,74560
Becki Lostroh,64,95790,82564,720778
James Spain,40,35198,41318,200573
Betty Pence,61,99601,33968,824609
Misty Leslie,41,90259,89947,1009294
Crystal Murgia,25,71658,49890,8597
Robert Hatfield,48,108645,72096,1219682
Joel Smith,51,87501,23944,703789
Juan Sanon,30,45484,33968,414689
Fred Kenimer,56,56004,33968,213081
Timothy Cobb,24,107589,31724,641392
Ruth Merrifield,47,125745,29256,424148
Michael Borgmeyer,52,31306,31643,172916
John Knapp,50,66213,48910,327843
Peter Contreras,40,86294,53351,79611
George Benson,54,57612,79775,208031
